At_chr	At_start	At_end	Dt_chr	Dt_start	Dt_end	At_seqLen	Dt_seqLen
HC04_A03	34000000	35000000	HC04_D02	19000000	20000000	182447	210791
HC04_A03	4000000	5000000	HC04_D01	0	1000000	13623	13650
HC04_A03	4000000	5000000	HC04_D01	1000000	2000000	13623	13650
HC04_A03	4000000	5000000	HC04_D01	2000000	3000000	27378	28850
HC04_A03	4000000	5000000	HC04_D02	10000000	11000000	14972	13441
HC04_A03	4000000	5000000	HC04_D03	3000000	4000000	282025	260381
HC04_A03	4000000	5000000	HC04_D03	4000000	5000000	531104	547673
HC04_A03	4000000	5000000	HC04_D03	5000000	6000000	17362	17571
HC04_A03	4000000	5000000	HC04_D03	7000000	8000000	11391	11963
HC04_A03	4000000	5000000	HC04_D04	56000000	57000000	13891	13883
HC04_A03	4000000	5000000	HC04_D05	28000000	29000000	12886	15550
HC04_A03	4000000	5000000	HC04_D08	67000000	68000000	11272	11000
HC04_A03	4000000	5000000	HC04_D11	11000000	12000000	11388	11363
HC04_A03	4000000	5000000	HC04_D11	62000000	63000000	11023	13628
HC04_A03	4000000	5000000	HC04_D12	40000000	41000000	12771	12762
HC04_A03	4000000	5000000	HC04_D12	42000000	43000000	13334	12828
HC04_A03	5000000	6000000	HC04_D03	4000000	5000000	276363	299992
HC04_A03	5000000	6000000	HC04_D03	5000000	6000000	448871	437772
HC04_A03	5000000	6000000	HC04_D08	18000000	19000000	5209	5203
HC04_A03	5000000	6000000	HC04_D09	33000000	34000000	5002	7451
HC04_A03	6000000	7000000	HC04_D03	5000000	6000000	317848	317549
HC04_A03	6000000	7000000	HC04_D03	6000000	7000000	378381	382128
HC04_A03	7000000	8000000	HC04_D01	55000000	56000000	6652	8443
HC04_A03	7000000	8000000	HC04_D02	66000000	67000000	16786	17134
HC04_A03	7000000	8000000	HC04_D03	6000000	7000000	220032	205030
HC04_A03	7000000	8000000	HC04_D03	7000000	8000000	209970	183106
HC04_A03	7000000	8000000	HC04_D06	32000000	33000000	16435	15754
HC04_A03	7000000	8000000	HC04_D10	63000000	64000000	16786	16918
HC04_A03	8000000	9000000	HC04_D03	7000000	8000000	410076	395204
HC04_A03	8000000	9000000	HC04_D03	8000000	9000000	232643	217098
HC04_A03	8000000	9000000	HC04_D05	7000000	8000000	14488	6133
HC04_A03	86000000	87000000	HC04_D02	54000000	55000000	283224	260546
HC04_A03	87000000	88000000	HC04_D02	54000000	55000000	183958	168227
HC04_A03	88000000	89000000	HC04_D02	54000000	55000000	91354	92414
HC04_A03	88000000	89000000	HC04_D02	55000000	56000000	103116	88210
HC04_A03	88000000	89000000	HC04_D05	30000000	31000000	32475	36343
HC04_A03	88000000	89000000	HC04_D05	63000000	64000000	6777	7104
HC04_A03	88000000	89000000	HC04_D06	49000000	50000000	25664	15820
HC04_A03	88000000	89000000	HC04_D11	12000000	13000000	14426	10679
HC04_A03	9000000	10000000	HC04_D02	5000000	6000000	8492	8128
HC04_A03	9000000	10000000	HC04_D03	10000000	11000000	8037	8014
HC04_A03	9000000	10000000	HC04_D03	11000000	12000000	6574	7287
HC04_A03	9000000	10000000	HC04_D03	13000000	14000000	8700	8972
HC04_A03	9000000	10000000	HC04_D03	8000000	9000000	478601	422628
HC04_A03	9000000	10000000	HC04_D05	21000000	22000000	5907	6676
HC04_A03	9000000	10000000	HC04_D05	7000000	8000000	8700	8987
HC04_A03	9000000	10000000	HC04_D06	59000000	60000000	8737	14306
HC04_A03	9000000	10000000	HC04_D08	15000000	16000000	8042	8770
HC04_A03	9000000	10000000	HC04_D08	16000000	17000000	5907	6688
HC04_A03	9000000	10000000	HC04_D09	38000000	39000000	8031	8013
HC04_A03	9000000	10000000	HC04_D12	41000000	42000000	8005	7585
HC04_A03	92000000	93000000	HC04_D02	58000000	59000000	439653	423803
HC04_A03	93000000	94000000	HC04_D02	58000000	59000000	298106	287785
HC04_A03	93000000	94000000	HC04_D02	59000000	60000000	321837	287282
HC04_A03	95000000	96000000	HC04_D02	60000000	61000000	296902	275089
HC04_A03	97000000	98000000	HC04_D02	61000000	62000000	294827	301362
HC04_A03	98000000	99000000	HC04_D02	61000000	62000000	322007	278367
HC04_A03	98000000	99000000	HC04_D02	62000000	63000000	212214	183984
HC04_A04	0	1000000	HC04_D05	65000000	66000000	65813	58186
HC04_A04	0	1000000	HC04_D05	66000000	67000000	584339	522982
HC04_A04	1000000	2000000	HC04_D05	64000000	65000000	344064	350722
HC04_A04	1000000	2000000	HC04_D05	65000000	66000000	406849	409423
HC04_A04	11000000	12000000	HC04_D05	56000000	57000000	89279	71586
HC04_A04	11000000	12000000	HC04_D05	57000000	58000000	17562	30909
HC04_A04	12000000	13000000	HC04_D05	55000000	56000000	226302	255576
HC04_A04	12000000	13000000	HC04_D05	56000000	57000000	151142	143476
HC04_A04	2000000	3000000	HC04_D02	6000000	7000000	11493	10979
HC04_A04	2000000	3000000	HC04_D05	58000000	59000000	11038	10057
HC04_A04	2000000	3000000	HC04_D05	63000000	64000000	56295	69827
HC04_A04	2000000	3000000	HC04_D05	64000000	65000000	190516	176748
HC04_A04	2000000	3000000	HC04_D07	3000000	4000000	30525	28010
HC04_A04	2000000	3000000	HC04_D07	58000000	59000000	11492	10829
HC04_A04	2000000	3000000	HC04_D13	58000000	59000000	11480	13727
HC04_A04	3000000	4000000	HC04_D05	63000000	64000000	244862	225754
HC04_A04	3000000	4000000	HC04_D11	60000000	61000000	27967	24965
HC04_A04	35000000	36000000	HC04_D12	19000000	20000000	15593	14294
HC04_A04	4000000	5000000	HC04_D05	62000000	63000000	390381	389896
HC04_A04	4000000	5000000	HC04_D05	63000000	64000000	64375	59574
HC04_A04	4000000	5000000	HC04_D09	49000000	50000000	5049	11035
HC04_A04	4000000	5000000	HC04_D10	63000000	64000000	11027	13676
HC04_A04	5000000	6000000	HC04_D05	61000000	62000000	136579	133492
HC04_A04	5000000	6000000	HC04_D05	62000000	63000000	175733	182880
HC04_A04	6000000	7000000	HC04_D02	6000000	7000000	13833	10920
HC04_A04	6000000	7000000	HC04_D05	58000000	59000000	12672	10677
HC04_A04	6000000	7000000	HC04_D05	60000000	61000000	128044	128785
HC04_A04	6000000	7000000	HC04_D05	61000000	62000000	269539	324827
HC04_A04	6000000	7000000	HC04_D07	3000000	4000000	32687	27951
HC04_A04	6000000	7000000	HC04_D07	58000000	59000000	13833	10776
HC04_A04	6000000	7000000	HC04_D09	5000000	6000000	5136	7362
HC04_A04	6000000	7000000	HC04_D13	58000000	59000000	13833	13676
HC04_A04	63000000	64000000	HC04_D11	16000000	17000000	9602	10056
HC04_A04	7000000	8000000	HC04_D05	59000000	60000000	163748	156344
HC04_A04	7000000	8000000	HC04_D05	60000000	61000000	189024	183302
HC04_A04	7000000	8000000	HC04_D05	66000000	67000000	14303	13202
HC04_A04	77000000	78000000	HC04_D01	61000000	62000000	11750	11443
HC04_A04	77000000	78000000	HC04_D04	10000000	11000000	93987	80639
HC04_A04	77000000	78000000	HC04_D08	63000000	64000000	5237	5214
HC04_A04	77000000	78000000	HC04_D11	12000000	13000000	8797	12394
HC04_A04	77000000	78000000	HC04_D13	41000000	42000000	11766	10957
HC04_A04	8000000	9000000	HC04_D03	7000000	8000000	8480	6059
HC04_A04	8000000	9000000	HC04_D05	58000000	59000000	43508	55551
HC04_A04	8000000	9000000	HC04_D05	59000000	60000000	289510	303607
HC04_A04	8000000	9000000	HC04_D05	60000000	61000000	34011	35774
HC04_A04	8000000	9000000	HC04_D05	61000000	62000000	9495	6016
HC04_A04	8000000	9000000	HC04_D09	49000000	50000000	5092	8355
HC04_A04	80000000	81000000	HC04_D04	7000000	8000000	477568	439711
HC04_A04	81000000	82000000	HC04_D01	37000000	38000000	5075	5061
HC04_A04	81000000	82000000	HC04_D04	6000000	7000000	200482	232570
HC04_A04	81000000	82000000	HC04_D04	7000000	8000000	262096	266803
HC04_A04	81000000	82000000	HC04_D08	61000000	62000000	5075	5061
HC04_A04	82000000	83000000	HC04_D04	6000000	7000000	319778	309574
HC04_A04	82000000	83000000	HC04_D11	16000000	17000000	19592	12196
HC04_A04	84000000	85000000	HC04_D02	5000000	6000000	7988	5594
HC04_A04	84000000	85000000	HC04_D03	10000000	11000000	8011	8008
HC04_A04	84000000	85000000	HC04_D03	11000000	12000000	6555	7290
HC04_A04	84000000	85000000	HC04_D03	13000000	14000000	8277	8443
HC04_A04	84000000	85000000	HC04_D04	4000000	5000000	612989	588901
HC04_A04	84000000	85000000	HC04_D04	57000000	58000000	11172	10503
HC04_A04	84000000	85000000	HC04_D05	21000000	22000000	5949	6679
HC04_A04	84000000	85000000	HC04_D05	7000000	8000000	8277	8453
HC04_A04	84000000	85000000	HC04_D06	59000000	60000000	8307	11638
HC04_A04	84000000	85000000	HC04_D08	15000000	16000000	8018	8766
HC04_A04	84000000	85000000	HC04_D08	16000000	17000000	5949	6691
HC04_A04	84000000	85000000	HC04_D09	38000000	39000000	8011	8013
HC04_A04	84000000	85000000	HC04_D12	41000000	42000000	7988	7588
HC04_A04	84000000	85000000	HC04_D12	6000000	7000000	52044	51642
HC04_A04	85000000	86000000	HC04_D02	6000000	7000000	11602	11413
HC04_A04	85000000	86000000	HC04_D04	3000000	4000000	473088	452378
HC04_A04	85000000	86000000	HC04_D04	4000000	5000000	215583	192781
HC04_A04	85000000	86000000	HC04_D05	58000000	59000000	10685	10616
HC04_A04	85000000	86000000	HC04_D07	3000000	4000000	33511	34598
HC04_A04	85000000	86000000	HC04_D07	58000000	59000000	13329	12950
HC04_A04	85000000	86000000	HC04_D12	6000000	7000000	36748	31668
HC04_A04	85000000	86000000	HC04_D13	58000000	59000000	13319	16247
HC04_A04	86000000	87000000	HC04_D01	0	1000000	17621	17363
HC04_A04	86000000	87000000	HC04_D01	1000000	2000000	17621	17363
HC04_A04	86000000	87000000	HC04_D01	2000000	3000000	36525	32835
HC04_A04	86000000	87000000	HC04_D02	10000000	11000000	17177	15986
HC04_A04	86000000	87000000	HC04_D03	4000000	5000000	16968	13069
HC04_A04	86000000	87000000	HC04_D03	5000000	6000000	15859	15145
HC04_A04	86000000	87000000	HC04_D03	7000000	8000000	22837	16618
HC04_A04	86000000	87000000	HC04_D04	2000000	3000000	389648	379028
HC04_A04	86000000	87000000	HC04_D04	3000000	4000000	353436	366672
HC04_A04	86000000	87000000	HC04_D04	56000000	57000000	20764	17292
HC04_A04	86000000	87000000	HC04_D05	28000000	29000000	14987	15773
HC04_A04	86000000	87000000	HC04_D08	67000000	68000000	15309	13544
HC04_A04	86000000	87000000	HC04_D10	23000000	24000000	7189	7286
HC04_A04	86000000	87000000	HC04_D11	11000000	12000000	22842	15654
HC04_A04	86000000	87000000	HC04_D11	62000000	63000000	15309	16407
HC04_A04	86000000	87000000	HC04_D12	40000000	41000000	16795	15282
HC04_A04	86000000	87000000	HC04_D12	42000000	43000000	14812	12902
HC04_A04	87000000	88000000	HC04_D02	54000000	55000000	8809	8430
HC04_A04	87000000	88000000	HC04_D03	1000000	2000000	6024	7160
HC04_A04	87000000	88000000	HC04_D04	1000000	2000000	246634	257285
HC04_A04	87000000	88000000	HC04_D04	2000000	3000000	245142	224187
HC04_A04	87000000	88000000	HC04_D05	56000000	57000000	9091	8349
HC04_A04	87000000	88000000	HC04_D05	60000000	61000000	5956	7724
HC04_A04	87000000	88000000	HC04_D06	8000000	9000000	9089	9422
HC04_A04	87000000	88000000	HC04_D07	26000000	27000000	8565	8253
HC04_A04	87000000	88000000	HC04_D07	40000000	41000000	5781	7501
HC04_A04	87000000	88000000	HC04_D09	38000000	39000000	8007	11356
HC04_A04	87000000	88000000	HC04_D10	48000000	49000000	8007	11260
HC04_A04	87000000	88000000	HC04_D11	17000000	18000000	7647	10530
HC04_A04	87000000	88000000	HC04_D11	3000000	4000000	9091	8281
HC04_A04	87000000	88000000	HC04_D11	5000000	6000000	9091	8372
HC04_A04	87000000	88000000	HC04_D11	65000000	66000000	5079	6427
HC04_A04	87000000	88000000	HC04_D12	38000000	39000000	9090	8943
HC04_A04	87000000	88000000	HC04_D13	45000000	46000000	9091	8167
HC04_A04	87000000	88000000	HC04_D13	8000000	9000000	8206	10013
HC04_A04	88000000	89000000	HC04_D02	5000000	6000000	8074	5591
HC04_A04	88000000	89000000	HC04_D03	10000000	11000000	8106	8014
HC04_A04	88000000	89000000	HC04_D03	11000000	12000000	6643	7287
HC04_A04	88000000	89000000	HC04_D03	13000000	14000000	9051	9037
HC04_A04	88000000	89000000	HC04_D04	0	1000000	439435	450654
HC04_A04	88000000	89000000	HC04_D04	1000000	2000000	395184	403944
HC04_A04	88000000	89000000	HC04_D05	21000000	22000000	5946	6676
HC04_A04	88000000	89000000	HC04_D05	7000000	8000000	9051	9052
HC04_A04	88000000	89000000	HC04_D06	59000000	60000000	9088	14371
HC04_A04	88000000	89000000	HC04_D08	15000000	16000000	8111	8770
HC04_A04	88000000	89000000	HC04_D08	16000000	17000000	5946	6688
HC04_A04	88000000	89000000	HC04_D09	38000000	39000000	8100	8013
HC04_A04	88000000	89000000	HC04_D12	41000000	42000000	8074	7585
HC04_A04	9000000	10000000	HC04_D01	0	1000000	17600	17363
HC04_A04	9000000	10000000	HC04_D01	1000000	2000000	17600	17363
HC04_A04	9000000	10000000	HC04_D01	2000000	3000000	33616	32170
HC04_A04	9000000	10000000	HC04_D02	10000000	11000000	15868	15986
HC04_A04	9000000	10000000	HC04_D03	4000000	5000000	15630	13069
HC04_A04	9000000	10000000	HC04_D03	5000000	6000000	16002	15145
HC04_A04	9000000	10000000	HC04_D03	7000000	8000000	28343	22677
HC04_A04	9000000	10000000	HC04_D04	56000000	57000000	17648	17286
HC04_A04	9000000	10000000	HC04_D05	16000000	17000000	8951	7581
HC04_A04	9000000	10000000	HC04_D05	28000000	29000000	15130	15773
HC04_A04	9000000	10000000	HC04_D05	3000000	4000000	5221	5220
HC04_A04	9000000	10000000	HC04_D05	58000000	59000000	161262	131818
HC04_A04	9000000	10000000	HC04_D05	61000000	62000000	5030	5630
HC04_A04	9000000	10000000	HC04_D08	67000000	68000000	13968	13544
HC04_A04	9000000	10000000	HC04_D11	11000000	12000000	19863	15649
HC04_A04	9000000	10000000	HC04_D11	62000000	63000000	13968	16407
HC04_A04	9000000	10000000	HC04_D12	40000000	41000000	15456	15282
HC04_A04	9000000	10000000	HC04_D12	42000000	43000000	14787	12902
HC04_A05	0	1000000	HC04_D01	0	1000000	5204	6184
HC04_A05	0	1000000	HC04_D02	10000000	11000000	5942	5901
HC04_A05	0	1000000	HC04_D02	3000000	4000000	5053	5032
HC04_A05	0	1000000	HC04_D02	5000000	6000000	10554	8343
HC04_A05	0	1000000	HC04_D03	10000000	11000000	8013	8014
HC04_A05	0	1000000	HC04_D03	11000000	12000000	6551	7290
HC04_A05	0	1000000	HC04_D03	13000000	14000000	8872	9038
HC04_A05	0	1000000	HC04_D05	0	1000000	665161	695251
HC04_A05	0	1000000	HC04_D05	2000000	3000000	5942	5903
HC04_A05	0	1000000	HC04_D05	21000000	22000000	5945	6679
HC04_A05	0	1000000	HC04_D05	57000000	58000000	5253	5080
HC04_A05	0	1000000	HC04_D05	7000000	8000000	8872	9053
HC04_A05	0	1000000	HC04_D06	59000000	60000000	10591	14380
HC04_A05	0	1000000	HC04_D08	15000000	16000000	8021	8773
HC04_A05	0	1000000	HC04_D08	16000000	17000000	5945	6691
HC04_A05	0	1000000	HC04_D08	18000000	19000000	5119	5081
HC04_A05	0	1000000	HC04_D09	38000000	39000000	8007	8013
HC04_A05	0	1000000	HC04_D09	7000000	8000000	5613	5794
HC04_A05	0	1000000	HC04_D12	41000000	42000000	7984	7588
HC04_A05	1000000	2000000	HC04_D05	0	1000000	125383	127104
HC04_A05	1000000	2000000	HC04_D05	1000000	2000000	777206	749301
HC04_A05	10000000	11000000	HC04_D05	8000000	9000000	57011	60076
HC04_A05	10000000	11000000	HC04_D05	9000000	10000000	752923	755001
HC04_A05	100000000	101000000	HC04_D04	48000000	49000000	78185	72660
HC04_A05	101000000	102000000	HC04_D02	54000000	55000000	12088	12525
HC04_A05	101000000	102000000	HC04_D04	50000000	51000000	257392	246710
HC04_A05	101000000	102000000	HC04_D05	56000000	57000000	13019	12035
HC04_A05	101000000	102000000	HC04_D06	8000000	9000000	13200	14830
HC04_A05	101000000	102000000	HC04_D07	26000000	27000000	12330	12214
HC04_A05	101000000	102000000	HC04_D09	38000000	39000000	10147	17656
HC04_A05	101000000	102000000	HC04_D10	48000000	49000000	9384	11743
HC04_A05	101000000	102000000	HC04_D11	17000000	18000000	9755	13550
HC04_A05	101000000	102000000	HC04_D11	3000000	4000000	13021	11239
HC04_A05	101000000	102000000	HC04_D11	5000000	6000000	12588	11006
HC04_A05	101000000	102000000	HC04_D12	38000000	39000000	13223	14199
HC04_A05	101000000	102000000	HC04_D12	39000000	40000000	6953	6921
HC04_A05	101000000	102000000	HC04_D13	45000000	46000000	12590	12085
HC04_A05	101000000	102000000	HC04_D13	8000000	9000000	13019	14282
HC04_A05	102000000	103000000	HC04_D04	50000000	51000000	407924	420329
HC04_A05	102000000	103000000	HC04_D04	51000000	52000000	52383	69038
HC04_A05	103000000	104000000	HC04_D04	51000000	52000000	479517	412688
HC04_A05	103000000	104000000	HC04_D09	28000000	29000000	24274	25935
HC04_A05	104000000	105000000	HC04_D04	51000000	52000000	92857	92224
HC04_A05	104000000	105000000	HC04_D04	52000000	53000000	533027	504729
HC04_A05	104000000	105000000	HC04_D08	52000000	53000000	6901	8712
HC04_A05	104000000	105000000	HC04_D09	44000000	45000000	10429	9175
HC04_A05	106000000	107000000	HC04_D01	61000000	62000000	11751	11443
HC04_A05	106000000	107000000	HC04_D04	53000000	54000000	401036	397679
HC04_A05	106000000	107000000	HC04_D08	6000000	7000000	26506	31486
HC04_A05	106000000	107000000	HC04_D11	12000000	13000000	8798	12394
HC04_A05	106000000	107000000	HC04_D13	41000000	42000000	11767	10957
HC04_A05	107000000	108000000	HC04_D03	1000000	2000000	5896	7163
HC04_A05	107000000	108000000	HC04_D04	53000000	54000000	79372	73902
HC04_A05	107000000	108000000	HC04_D04	54000000	55000000	586978	551672
HC04_A05	107000000	108000000	HC04_D07	40000000	41000000	5657	7504
HC04_A05	108000000	109000000	HC04_D04	54000000	55000000	147797	143035
HC04_A05	108000000	109000000	HC04_D04	55000000	56000000	487002	518794
HC04_A05	109000000	110000000	HC04_D04	55000000	56000000	322423	289329
HC04_A05	109000000	110000000	HC04_D04	56000000	57000000	487171	466839
HC04_A05	11000000	12000000	HC04_D05	10000000	11000000	736768	743927
HC04_A05	11000000	12000000	HC04_D05	9000000	10000000	138640	134884
HC04_A05	110000000	111000000	HC04_D03	2000000	3000000	5502	5252
HC04_A05	110000000	111000000	HC04_D04	56000000	57000000	455718	421680
HC04_A05	110000000	111000000	HC04_D04	57000000	58000000	346029	313940
HC04_A05	111000000	112000000	HC04_D04	56000000	57000000	81678	80203
HC04_A05	111000000	112000000	HC04_D04	57000000	58000000	509749	526977
HC04_A05	111000000	112000000	HC04_D04	58000000	59000000	445026	422871
HC04_A05	112000000	113000000	HC04_D04	58000000	59000000	576419	593532
HC04_A05	112000000	113000000	HC04_D05	12000000	13000000	7194	7146
HC04_A05	112000000	113000000	HC04_D12	0	1000000	12933	11761
HC04_A05	112000000	113000000	HC04_D13	45000000	46000000	7685	7792
HC04_A05	12000000	13000000	HC04_D02	10000000	11000000	9808	6770
HC04_A05	12000000	13000000	HC04_D05	10000000	11000000	216829	210421
HC04_A05	12000000	13000000	HC04_D05	11000000	12000000	585643	556754
HC04_A05	12000000	13000000	HC04_D05	2000000	3000000	9808	6770
HC04_A05	12000000	13000000	HC04_D07	53000000	54000000	5001	5002
HC04_A05	12000000	13000000	HC04_D09	7000000	8000000	9479	6666
HC04_A05	13000000	14000000	HC04_D05	11000000	12000000	344089	335222
HC04_A05	13000000	14000000	HC04_D05	12000000	13000000	683356	685204
HC04_A05	13000000	14000000	HC04_D06	2000000	3000000	9893	9879
HC04_A05	13000000	14000000	HC04_D12	39000000	40000000	9893	9896
HC04_A05	14000000	15000000	HC04_D01	61000000	62000000	12336	17396
HC04_A05	14000000	15000000	HC04_D05	12000000	13000000	223550	217292
HC04_A05	14000000	15000000	HC04_D05	13000000	14000000	511607	506805
HC04_A05	14000000	15000000	HC04_D11	12000000	13000000	8556	12394
HC04_A05	14000000	15000000	HC04_D13	41000000	42000000	11964	11652
HC04_A05	15000000	16000000	HC04_D05	13000000	14000000	361035	358872
HC04_A05	16000000	17000000	HC04_D05	15000000	16000000	285866	288905
HC04_A05	17000000	18000000	HC04_D05	15000000	16000000	443901	470156
HC04_A05	17000000	18000000	HC04_D05	16000000	17000000	304317	311258
HC04_A05	18000000	19000000	HC04_D05	16000000	17000000	449851	457643
HC04_A05	18000000	19000000	HC04_D05	17000000	18000000	218269	204671
HC04_A05	18000000	19000000	HC04_D05	21000000	22000000	6954	6396
HC04_A05	18000000	19000000	HC04_D06	12000000	13000000	6954	6257
HC04_A05	18000000	19000000	HC04_D06	20000000	21000000	7084	7445
HC04_A05	2000000	3000000	HC04_D05	1000000	2000000	221492	228214
HC04_A05	2000000	3000000	HC04_D05	2000000	3000000	737231	684175
HC04_A05	20000000	21000000	HC04_D02	5000000	6000000	8497	8128
HC04_A05	20000000	21000000	HC04_D03	10000000	11000000	10387	8014
HC04_A05	20000000	21000000	HC04_D03	11000000	12000000	6580	7287
HC04_A05	20000000	21000000	HC04_D03	13000000	14000000	8990	9037
HC04_A05	20000000	21000000	HC04_D05	17000000	18000000	129280	122463
HC04_A05	20000000	21000000	HC04_D05	18000000	19000000	682881	686459
HC04_A05	20000000	21000000	HC04_D05	21000000	22000000	5914	6676
HC04_A05	20000000	21000000	HC04_D05	7000000	8000000	8990	9052
HC04_A05	20000000	21000000	HC04_D06	59000000	60000000	11371	14371
HC04_A05	20000000	21000000	HC04_D08	15000000	16000000	10392	8770
HC04_A05	20000000	21000000	HC04_D08	16000000	17000000	5914	6688
HC04_A05	20000000	21000000	HC04_D09	38000000	39000000	8037	8013
HC04_A05	20000000	21000000	HC04_D12	41000000	42000000	8011	7585
HC04_A05	21000000	22000000	HC04_D02	10000000	11000000	10297	9365
HC04_A05	21000000	22000000	HC04_D05	18000000	19000000	180514	203471
HC04_A05	21000000	22000000	HC04_D05	19000000	20000000	762204	785995
HC04_A05	21000000	22000000	HC04_D05	2000000	3000000	10292	9366
HC04_A05	21000000	22000000	HC04_D09	7000000	8000000	10193	9513
HC04_A05	22000000	23000000	HC04_D05	19000000	20000000	257844	255638
HC04_A05	22000000	23000000	HC04_D05	20000000	21000000	626725	569582
HC04_A05	22000000	23000000	HC04_D05	62000000	63000000	7352	8088
HC04_A05	23000000	24000000	HC04_D05	20000000	21000000	224795	188022
HC04_A05	23000000	24000000	HC04_D05	21000000	22000000	569487	545794
HC04_A05	23000000	24000000	HC04_D05	29000000	30000000	14214	8614
HC04_A05	24000000	25000000	HC04_D05	21000000	22000000	318520	281117
HC04_A05	24000000	25000000	HC04_D06	25000000	26000000	5336	8931
HC04_A05	24000000	25000000	HC04_D09	5000000	6000000	18270	6149
HC04_A05	24000000	25000000	HC04_D12	51000000	52000000	15412	19686
HC04_A05	26000000	27000000	HC04_D02	65000000	66000000	8520	6887
HC04_A05	26000000	27000000	HC04_D07	12000000	13000000	7246	6168
HC04_A05	26000000	27000000	HC04_D08	54000000	55000000	7640	11045
HC04_A05	26000000	27000000	HC04_D11	51000000	52000000	7447	6404
HC04_A05	26000000	27000000	HC04_D12	53000000	54000000	8530	8613
HC04_A05	27000000	28000000	HC04_D04	51000000	52000000	9142	9673
HC04_A05	27000000	28000000	HC04_D05	24000000	25000000	487438	480641
HC04_A05	27000000	28000000	HC04_D05	62000000	63000000	11726	10666
HC04_A05	27000000	28000000	HC04_D07	12000000	13000000	13523	11458
HC04_A05	27000000	28000000	HC04_D08	69000000	70000000	9142	9588
HC04_A05	27000000	28000000	HC04_D09	26000000	27000000	9021	11870
HC04_A05	27000000	28000000	HC04_D11	56000000	57000000	12787	9873
HC04_A05	27000000	28000000	HC04_D12	50000000	51000000	13522	14536
HC04_A05	27000000	28000000	HC04_D12	51000000	52000000	13522	14536
HC04_A05	27000000	28000000	HC04_D13	59000000	60000000	11727	9865
HC04_A05	27000000	28000000	HC04_D13	61000000	62000000	9022	8914
HC04_A05	28000000	29000000	HC04_D01	58000000	59000000	8178	6518
HC04_A05	28000000	29000000	HC04_D05	24000000	25000000	359715	370797
HC04_A05	28000000	29000000	HC04_D05	25000000	26000000	257270	242676
HC04_A05	28000000	29000000	HC04_D09	35000000	36000000	8231	6961
HC04_A05	28000000	29000000	HC04_D12	52000000	53000000	11100	7463
HC04_A05	29000000	30000000	HC04_D05	25000000	26000000	555572	549105
HC04_A05	3000000	4000000	HC04_D02	10000000	11000000	8831	9596
HC04_A05	3000000	4000000	HC04_D05	2000000	3000000	398743	384234
HC04_A05	3000000	4000000	HC04_D05	3000000	4000000	574357	596254
HC04_A05	3000000	4000000	HC04_D09	7000000	8000000	8513	9513
HC04_A05	30000000	31000000	HC04_D05	25000000	26000000	39288	45115
HC04_A05	30000000	31000000	HC04_D05	26000000	27000000	571748	521963
HC04_A05	31000000	32000000	HC04_D05	26000000	27000000	289068	259869
HC04_A05	31000000	32000000	HC04_D05	27000000	28000000	312946	279692
HC04_A05	31000000	32000000	HC04_D10	0	1000000	17705	20337
HC04_A05	32000000	33000000	HC04_D02	6000000	7000000	11462	10251
HC04_A05	32000000	33000000	HC04_D05	15000000	16000000	5107	5110
HC04_A05	32000000	33000000	HC04_D05	27000000	28000000	456972	449809
HC04_A05	32000000	33000000	HC04_D05	28000000	29000000	55697	40489
HC04_A05	32000000	33000000	HC04_D05	29000000	30000000	12956	14928
HC04_A05	32000000	33000000	HC04_D05	58000000	59000000	16305	10677
HC04_A05	32000000	33000000	HC04_D07	3000000	4000000	31398	27291
HC04_A05	32000000	33000000	HC04_D07	58000000	59000000	11352	10176
HC04_A05	32000000	33000000	HC04_D09	32000000	33000000	5100	5097
HC04_A05	32000000	33000000	HC04_D13	58000000	59000000	17353	13720
HC04_A05	33000000	34000000	HC04_D05	28000000	29000000	546587	468404
HC04_A05	33000000	34000000	HC04_D06	1000000	2000000	5553	8858
HC04_A05	33000000	34000000	HC04_D08	48000000	49000000	8781	9907
HC04_A05	34000000	35000000	HC04_D05	28000000	29000000	50796	51716
HC04_A05	34000000	35000000	HC04_D05	29000000	30000000	244611	262812
HC04_A05	35000000	36000000	HC04_D05	29000000	30000000	342854	366765
HC04_A05	35000000	36000000	HC04_D05	30000000	31000000	247787	240332
HC04_A05	36000000	37000000	HC04_D01	2000000	3000000	5617	5179
HC04_A05	36000000	37000000	HC04_D01	46000000	47000000	5123	6182
HC04_A05	36000000	37000000	HC04_D05	30000000	31000000	372830	374359
HC04_A05	37000000	38000000	HC04_D05	30000000	31000000	50113	53644
HC04_A05	37000000	38000000	HC04_D05	31000000	32000000	326366	326441
HC04_A05	37000000	38000000	HC04_D08	8000000	9000000	5901	6689
HC04_A05	38000000	39000000	HC04_D05	31000000	32000000	138974	139550
HC04_A05	38000000	39000000	HC04_D05	32000000	33000000	105037	91426
HC04_A05	39000000	40000000	HC04_D05	32000000	33000000	400544	371082
HC04_A05	4000000	5000000	HC04_D05	3000000	4000000	461892	459588
HC04_A05	41000000	42000000	HC04_D05	33000000	34000000	259358	269960
HC04_A05	42000000	43000000	HC04_D01	64000000	65000000	7247	7441
HC04_A05	42000000	43000000	HC04_D05	33000000	34000000	107758	140576
HC04_A05	42000000	43000000	HC04_D13	53000000	54000000	12324	12352
HC04_A05	43000000	44000000	HC04_D07	15000000	16000000	9426	10763
HC04_A05	43000000	44000000	HC04_D08	62000000	63000000	5034	5029
