AtChr	AtStart	AtEnd	DtChr	DtStart	DtEnd	cumSeq	AtIS_count	DtIS_count
HC04_A07	44000000	45000000	HC04_D07	29000000	30000000	273426	8	28
HC04_A07	42000000	43000000	HC04_D07	30000000	31000000	279828	8	28
HC04_A07	41000000	42000000	HC04_D07	31000000	32000000	302105	3	18
HC04_A07	39000000	40000000	HC04_D07	32000000	33000000	189299	2	11
HC04_A07	37000000	38000000	HC04_D07	33000000	34000000	351640	2	0
HC04_A07	34000000	35000000	HC04_D07	34000000	35000000	374190	2	0
HC04_A07	32000000	33000000	HC04_D07	35000000	36000000	328861	0	14
HC04_A07	30000000	31000000	HC04_D07	37000000	38000000	434319	2	4
HC04_A07	29000000	30000000	HC04_D07	38000000	39000000	513679	0	0
HC04_A07	27000000	28000000	HC04_D07	39000000	40000000	465189	29	30
HC04_A07	26000000	27000000	HC04_D07	40000000	41000000	545793	26	34
HC04_A07	24000000	25000000	HC04_D07	41000000	42000000	433218	4	2
HC04_A07	23000000	24000000	HC04_D07	42000000	43000000	481238	18	6
HC04_A07	22000000	23000000	HC04_D07	43000000	44000000	488632	28	15
HC04_A07	20000000	21000000	HC04_D07	44000000	45000000	462249	0	19
HC04_A07	19000000	20000000	HC04_D07	45000000	46000000	672589	9	2
HC04_A07	18000000	19000000	HC04_D07	46000000	47000000	380969	0	14
HC04_A07	16000000	17000000	HC04_D07	47000000	48000000	463721	2	0
HC04_A07	15000000	16000000	HC04_D07	48000000	49000000	477312	27	4
HC04_A07	12000000	13000000	HC04_D07	49000000	50000000	313233	4	0
HC04_A07	11000000	12000000	HC04_D07	50000000	51000000	362957	14	0
HC04_A07	10000000	11000000	HC04_D07	51000000	52000000	637556	17	28
HC04_A07	9000000	10000000	HC04_D07	52000000	53000000	597828	15	24
HC04_A07	7000000	8000000	HC04_D07	53000000	54000000	423982	2	28
HC04_A07	6000000	7000000	HC04_D07	54000000	55000000	730619	0	31
HC04_A07	5000000	6000000	HC04_D07	55000000	56000000	809300	17	0
HC04_A07	4000000	5000000	HC04_D07	56000000	57000000	761134	16	10
HC04_A07	3000000	4000000	HC04_D07	57000000	58000000	652864	34	1
HC04_A07	2000000	3000000	HC04_D07	58000000	59000000	624879	34	8
HC04_A07	1000000	2000000	HC04_D07	59000000	60000000	585070	8	15
HC04_A08	0	1000000	HC04_D08	0	1000000	777124	9	18
HC04_A08	1000000	2000000	HC04_D08	1000000	2000000	812448	17	3
HC04_A08	2000000	3000000	HC04_D08	2000000	3000000	806036	13	2
HC04_A08	3000000	4000000	HC04_D08	3000000	4000000	528703	24	30
HC04_A08	4000000	5000000	HC04_D08	4000000	5000000	509981	0	22
HC04_A08	5000000	6000000	HC04_D08	5000000	6000000	364197	32	29
HC04_A08	6000000	7000000	HC04_D08	6000000	7000000	468880	21	23
HC04_A08	8000000	9000000	HC04_D08	7000000	8000000	513362	24	32
HC04_A08	9000000	10000000	HC04_D08	8000000	9000000	443561	17	31
HC04_A08	10000000	11000000	HC04_D08	9000000	10000000	468899	29	1
HC04_A08	11000000	12000000	HC04_D08	10000000	11000000	232705	0	23
HC04_A08	13000000	14000000	HC04_D08	11000000	12000000	371521	0	10
HC04_A08	14000000	15000000	HC04_D08	12000000	13000000	628473	17	16
HC04_A08	15000000	16000000	HC04_D08	13000000	14000000	541243	12	5
HC04_A08	17000000	18000000	HC04_D08	14000000	15000000	383881	0	2
HC04_A08	18000000	19000000	HC04_D08	15000000	16000000	443301	1	5
HC04_A08	20000000	21000000	HC04_D08	16000000	17000000	609174	8	1
HC04_A08	21000000	22000000	HC04_D08	17000000	18000000	526845	15	30
HC04_A08	23000000	24000000	HC04_D08	18000000	19000000	339628	0	7
HC04_A08	24000000	25000000	HC04_D08	19000000	20000000	434825	0	0
HC04_A08	26000000	27000000	HC04_D08	20000000	21000000	251227	0	0
HC04_A08	30000000	31000000	HC04_D08	21000000	22000000	148217	26	5
HC04_A08	32000000	33000000	HC04_D08	22000000	23000000	444789	25	23
HC04_A08	33000000	34000000	HC04_D08	23000000	24000000	282526	2	0
HC04_A08	35000000	36000000	HC04_D08	24000000	25000000	334922	25	0
HC04_A08	52000000	53000000	HC04_D08	25000000	26000000	136396	11	18
HC04_A08	49000000	50000000	HC04_D08	26000000	27000000	228853	11	3
HC04_A08	47000000	48000000	HC04_D08	27000000	28000000	239359	11	0
HC04_A08	48000000	49000000	HC04_D08	28000000	29000000	230834	11	3
HC04_A08	42000000	43000000	HC04_D08	29000000	30000000	242136	12	2
HC04_A08	39000000	40000000	HC04_D08	30000000	31000000	416734	25	4
HC04_A08	37000000	38000000	HC04_D08	31000000	32000000	279291	25	4
HC04_A08	58000000	59000000	HC04_D08	32000000	33000000	117617	11	4
HC04_A08	63000000	64000000	HC04_D08	34000000	35000000	313323	11	4
HC04_A08	61000000	62000000	HC04_D08	35000000	36000000	245465	11	4
HC04_A08	54000000	55000000	HC04_D08	36000000	37000000	122386	11	4
HC04_A08	56000000	57000000	HC04_D08	37000000	38000000	147250	11	4
HC04_A08	65000000	66000000	HC04_D08	40000000	41000000	121583	11	4
HC04_A08	69000000	70000000	HC04_D08	41000000	42000000	215111	11	4
HC04_A08	88000000	89000000	HC04_D08	46000000	47000000	197042	11	4
HC04_A08	90000000	91000000	HC04_D08	47000000	48000000	195120	11	9
HC04_A08	93000000	94000000	HC04_D08	48000000	49000000	287007	11	12
HC04_A08	85000000	86000000	HC04_D08	52000000	53000000	138241	11	12
HC04_A08	98000000	99000000	HC04_D08	53000000	54000000	220348	11	19
HC04_A08	102000000	103000000	HC04_D08	54000000	55000000	192874	11	12
HC04_A08	103000000	104000000	HC04_D08	55000000	56000000	202960	11	6
HC04_A08	106000000	107000000	HC04_D08	56000000	57000000	272000	0	0
HC04_A08	107000000	108000000	HC04_D08	57000000	58000000	363820	0	0
HC04_A08	109000000	110000000	HC04_D08	58000000	59000000	277424	0	0
HC04_A08	110000000	111000000	HC04_D08	59000000	60000000	466905	0	0
HC04_A08	112000000	113000000	HC04_D08	60000000	61000000	335763	0	0
HC04_A08	114000000	115000000	HC04_D08	61000000	62000000	475755	12	1
HC04_A08	115000000	116000000	HC04_D08	62000000	63000000	474807	1	22
HC04_A08	117000000	118000000	HC04_D08	63000000	64000000	402307	1	20
HC04_A08	118000000	119000000	HC04_D08	64000000	65000000	551440	1	1
HC04_A08	119000000	120000000	HC04_D08	65000000	66000000	583774	19	5
HC04_A08	120000000	121000000	HC04_D08	66000000	67000000	449627	31	23
HC04_A08	121000000	122000000	HC04_D08	67000000	68000000	456292	0	9
HC04_A08	123000000	124000000	HC04_D08	68000000	69000000	536670	34	0
HC04_A08	124000000	125000000	HC04_D08	69000000	70000000	351755	16	36
HC04_A08	125000000	126000000	HC04_D08	70000000	71000000	611786	32	20
HC04_A09	86000000	87000000	HC04_D09	0	1000000	403553	35	0
HC04_A09	85000000	86000000	HC04_D09	1000000	2000000	405839	10	34
HC04_A09	84000000	85000000	HC04_D09	2000000	3000000	462369	2	21
HC04_A09	83000000	84000000	HC04_D09	3000000	4000000	391644	28	23
HC04_A09	81000000	82000000	HC04_D09	6000000	7000000	415224	32	12
HC04_A09	80000000	81000000	HC04_D09	7000000	8000000	379560	10	28
HC04_A09	79000000	80000000	HC04_D09	8000000	9000000	526250	6	1
HC04_A09	78000000	79000000	HC04_D09	9000000	10000000	405335	12	3
HC04_A09	76000000	77000000	HC04_D09	10000000	11000000	332202	0	2
HC04_A09	73000000	74000000	HC04_D09	11000000	12000000	196339	0	26
HC04_A09	71000000	72000000	HC04_D09	12000000	13000000	388728	8	6
HC04_A09	69000000	70000000	HC04_D09	13000000	14000000	110447	0	0
HC04_A09	51000000	52000000	HC04_D09	14000000	15000000	109434	0	0
HC04_A09	55000000	56000000	HC04_D09	15000000	16000000	188884	0	15
HC04_A09	58000000	59000000	HC04_D09	16000000	17000000	278060	20	15
HC04_A09	62000000	63000000	HC04_D09	18000000	19000000	352316	0	13
HC04_A09	63000000	64000000	HC04_D09	19000000	20000000	237904	6	13
HC04_A09	65000000	66000000	HC04_D09	20000000	21000000	187537	0	13
HC04_A09	46000000	47000000	HC04_D09	24000000	25000000	148550	0	13
HC04_A09	42000000	43000000	HC04_D09	25000000	26000000	174011	0	13
HC04_A09	43000000	44000000	HC04_D09	26000000	27000000	167197	0	15
HC04_A09	38000000	39000000	HC04_D09	27000000	28000000	334673	0	9
HC04_A09	37000000	38000000	HC04_D09	28000000	29000000	287026	0	8
HC04_A09	35000000	36000000	HC04_D09	29000000	30000000	320648	0	4
HC04_A09	33000000	34000000	HC04_D09	30000000	31000000	502498	21	2
HC04_A09	31000000	32000000	HC04_D09	31000000	32000000	257942	21	0
HC04_A09	29000000	30000000	HC04_D09	32000000	33000000	370523	23	4
HC04_A09	28000000	29000000	HC04_D09	33000000	34000000	581872	0	20
HC04_A09	27000000	28000000	HC04_D09	34000000	35000000	513579	0	4
HC04_A09	25000000	26000000	HC04_D09	35000000	36000000	362639	8	28
HC04_A09	23000000	24000000	HC04_D09	36000000	37000000	319214	3	2
HC04_A09	22000000	23000000	HC04_D09	37000000	38000000	434352	0	2
HC04_A09	21000000	22000000	HC04_D09	38000000	39000000	483157	14	4
HC04_A09	19000000	20000000	HC04_D09	39000000	40000000	425982	1	19
HC04_A09	18000000	19000000	HC04_D09	40000000	41000000	464612	10	0
HC04_A09	17000000	18000000	HC04_D09	41000000	42000000	447092	6	17
HC04_A09	15000000	16000000	HC04_D09	42000000	43000000	638959	0	0
HC04_A09	14000000	15000000	HC04_D09	43000000	44000000	621726	12	18
HC04_A09	13000000	14000000	HC04_D09	44000000	45000000	503610	30	20
HC04_A09	11000000	12000000	HC04_D09	45000000	46000000	539666	30	29
HC04_A09	10000000	11000000	HC04_D09	46000000	47000000	587590	34	27
HC04_A09	9000000	10000000	HC04_D09	47000000	48000000	755417	21	25
HC04_A09	8000000	9000000	HC04_D09	48000000	49000000	706295	12	14
HC04_A09	7000000	8000000	HC04_D09	49000000	50000000	454568	25	19
HC04_A09	6000000	7000000	HC04_D09	50000000	51000000	607814	25	5
HC04_A09	5000000	6000000	HC04_D09	51000000	52000000	477546	9	17
HC04_A09	3000000	4000000	HC04_D09	52000000	53000000	383491	0	26
HC04_A09	2000000	3000000	HC04_D09	53000000	54000000	731139	12	16
HC04_A09	1000000	2000000	HC04_D09	54000000	55000000	706076	29	16
HC04_A10	0	1000000	HC04_D10	0	1000000	755526	32	14
HC04_A10	1000000	2000000	HC04_D10	1000000	2000000	609810	18	19
HC04_A10	2000000	3000000	HC04_D10	2000000	3000000	854784	22	35
HC04_A10	3000000	4000000	HC04_D10	3000000	4000000	707017	19	32
HC04_A10	4000000	5000000	HC04_D10	4000000	5000000	516252	25	33
HC04_A10	6000000	7000000	HC04_D10	5000000	6000000	469948	14	30
HC04_A10	7000000	8000000	HC04_D10	6000000	7000000	648082	36	36
HC04_A10	13000000	14000000	HC04_D10	7000000	8000000	334485	6	36
HC04_A10	12000000	13000000	HC04_D10	8000000	9000000	617711	0	36
HC04_A10	11000000	12000000	HC04_D10	9000000	10000000	562490	0	20
HC04_A10	93000000	94000000	HC04_D10	10000000	11000000	471720	0	16
HC04_A10	21000000	22000000	HC04_D10	11000000	12000000	390754	20	18
HC04_A10	19000000	20000000	HC04_D10	12000000	13000000	482166	0	18
HC04_A10	17000000	18000000	HC04_D10	13000000	14000000	486020	0	21
HC04_A10	16000000	17000000	HC04_D10	14000000	15000000	556586	3	0
HC04_A10	15000000	16000000	HC04_D10	15000000	16000000	352425	0	0
HC04_A10	9000000	10000000	HC04_D10	16000000	17000000	255723	0	2
HC04_A10	92000000	93000000	HC04_D10	17000000	18000000	352430	1	3
HC04_A10	88000000	89000000	HC04_D10	18000000	19000000	390381	0	2
HC04_A10	86000000	87000000	HC04_D10	19000000	20000000	398847	25	1
HC04_A10	85000000	86000000	HC04_D10	20000000	21000000	172176	5	1
HC04_A10	82000000	83000000	HC04_D10	21000000	22000000	327382	5	0
HC04_A10	80000000	81000000	HC04_D10	22000000	23000000	530707	0	0
HC04_A10	78000000	79000000	HC04_D10	23000000	24000000	527302	0	35
HC04_A10	77000000	78000000	HC04_D10	24000000	25000000	487073	0	12
HC04_A10	74000000	75000000	HC04_D10	25000000	26000000	233816	17	10
HC04_A10	72000000	73000000	HC04_D10	26000000	27000000	436426	14	0
HC04_A10	71000000	72000000	HC04_D10	27000000	28000000	294799	13	0
HC04_A10	70000000	71000000	HC04_D10	28000000	29000000	283133	2	24
HC04_A10	67000000	68000000	HC04_D10	29000000	30000000	162311	0	24
HC04_A10	65000000	66000000	HC04_D10	30000000	31000000	187821	0	0
HC04_A10	63000000	64000000	HC04_D10	31000000	32000000	266900	0	1
HC04_A10	61000000	62000000	HC04_D10	32000000	33000000	214360	0	0
HC04_A10	59000000	60000000	HC04_D10	33000000	34000000	217141	0	0
HC04_A10	56000000	57000000	HC04_D10	34000000	35000000	195178	0	0
HC04_A10	51000000	52000000	HC04_D10	35000000	36000000	204779	0	0
HC04_A10	38000000	39000000	HC04_D10	37000000	38000000	100701	0	0
HC04_A10	35000000	36000000	HC04_D10	42000000	43000000	172998	12	0
HC04_A10	34000000	35000000	HC04_D10	43000000	44000000	169210	8	0
HC04_A10	30000000	31000000	HC04_D10	44000000	45000000	257347	10	0
HC04_A10	28000000	29000000	HC04_D10	45000000	46000000	228129	0	0
HC04_A10	25000000	26000000	HC04_D10	46000000	47000000	311053	14	0
HC04_A10	24000000	25000000	HC04_D10	47000000	48000000	300188	14	0
HC04_A10	23000000	24000000	HC04_D10	48000000	49000000	467483	19	2
HC04_A10	94000000	95000000	HC04_D10	49000000	50000000	270355	0	4
HC04_A10	96000000	97000000	HC04_D10	50000000	51000000	397446	0	3
HC04_A10	97000000	98000000	HC04_D10	51000000	52000000	352828	0	0
HC04_A10	99000000	100000000	HC04_D10	52000000	53000000	357288	1	2
HC04_A10	100000000	101000000	HC04_D10	53000000	54000000	425998	0	3
HC04_A10	102000000	103000000	HC04_D10	54000000	55000000	621353	29	10
HC04_A10	103000000	104000000	HC04_D10	55000000	56000000	503689	14	0
HC04_A10	104000000	105000000	HC04_D10	56000000	57000000	344935	1	11
HC04_A10	106000000	107000000	HC04_D10	57000000	58000000	244533	17	1
HC04_A10	107000000	108000000	HC04_D10	58000000	59000000	416055	17	11
HC04_A10	108000000	109000000	HC04_D10	59000000	60000000	439283	30	11
HC04_A10	109000000	110000000	HC04_D10	60000000	61000000	260521	0	35
HC04_A10	110000000	111000000	HC04_D10	61000000	62000000	464096	20	4
HC04_A10	112000000	113000000	HC04_D10	62000000	63000000	430408	34	30
HC04_A10	113000000	114000000	HC04_D10	64000000	65000000	286881	30	35
HC04_A10	114000000	115000000	HC04_D10	65000000	66000000	307919	23	36
HC04_A10	115000000	116000000	HC04_D10	66000000	67000000	396893	21	19
HC04_A10	116000000	117000000	HC04_D10	67000000	68000000	290742	30	35
HC04_A11	123000000	124000000	HC04_D11	1000000	2000000	275064	36	36
HC04_A11	121000000	122000000	HC04_D11	2000000	3000000	229274	31	12
HC04_A11	120000000	121000000	HC04_D11	3000000	4000000	503761	25	32
HC04_A11	119000000	120000000	HC04_D11	4000000	5000000	234969	26	5
HC04_A11	118000000	119000000	HC04_D11	5000000	6000000	298512	3	2
HC04_A11	117000000	118000000	HC04_D11	6000000	7000000	317841	5	6
HC04_A11	116000000	117000000	HC04_D11	7000000	8000000	363232	36	9
HC04_A11	115000000	116000000	HC04_D11	8000000	9000000	175755	24	35
HC04_A11	114000000	115000000	HC04_D11	9000000	10000000	396422	13	36
HC04_A11	113000000	114000000	HC04_D11	10000000	11000000	610913	36	12
HC04_A11	112000000	113000000	HC04_D11	11000000	12000000	418084	25	1
HC04_A11	111000000	112000000	HC04_D11	12000000	13000000	320446	5	8
HC04_A11	109000000	110000000	HC04_D11	13000000	14000000	466621	3	27
HC04_A11	108000000	109000000	HC04_D11	14000000	15000000	431254	5	22
HC04_A11	106000000	107000000	HC04_D11	15000000	16000000	358598	5	24
HC04_A11	105000000	106000000	HC04_D11	16000000	17000000	231494	0	15
HC04_A11	101000000	102000000	HC04_D11	17000000	18000000	195578	0	15
HC04_A11	99000000	100000000	HC04_D11	18000000	19000000	248585	3	0
HC04_A11	98000000	99000000	HC04_D11	19000000	20000000	392472	0	0
HC04_A11	95000000	96000000	HC04_D11	20000000	21000000	337662	17	0
HC04_A11	93000000	94000000	HC04_D11	21000000	22000000	329396	17	0
HC04_A11	91000000	92000000	HC04_D11	22000000	23000000	245855	5	0
HC04_A11	88000000	89000000	HC04_D11	23000000	24000000	212660	1	0
HC04_A11	84000000	85000000	HC04_D11	24000000	25000000	165215	1	0
HC04_A11	85000000	86000000	HC04_D11	25000000	26000000	159254	1	0
HC04_A11	86000000	87000000	HC04_D11	26000000	27000000	141652	1	0
HC04_A11	38000000	39000000	HC04_D11	31000000	32000000	122755	0	0
HC04_A11	68000000	69000000	HC04_D11	33000000	34000000	107111	1	0
HC04_A11	39000000	40000000	HC04_D11	34000000	35000000	171361	0	0
HC04_A11	40000000	41000000	HC04_D11	35000000	36000000	286504	0	0
HC04_A11	42000000	43000000	HC04_D11	36000000	37000000	129863	1	0
HC04_A11	45000000	46000000	HC04_D11	37000000	38000000	158259	0	0
HC04_A11	46000000	47000000	HC04_D11	38000000	39000000	349538	3	0
HC04_A11	48000000	49000000	HC04_D11	39000000	40000000	303280	3	0
HC04_A11	49000000	50000000	HC04_D11	40000000	41000000	186207	3	0
HC04_A11	54000000	55000000	HC04_D11	41000000	42000000	378300	2	0
HC04_A11	56000000	57000000	HC04_D11	42000000	43000000	290252	0	0
HC04_A11	58000000	59000000	HC04_D11	43000000	44000000	282602	0	3
HC04_A11	60000000	61000000	HC04_D11	44000000	45000000	414502	0	1
HC04_A11	62000000	63000000	HC04_D11	45000000	46000000	256845	0	0
HC04_A11	64000000	65000000	HC04_D11	46000000	47000000	465098	0	2
HC04_A11	34000000	35000000	HC04_D11	47000000	48000000	232064	0	0
HC04_A11	31000000	32000000	HC04_D11	48000000	49000000	362750	0	16
HC04_A11	29000000	30000000	HC04_D11	49000000	50000000	391202	0	0
HC04_A11	28000000	29000000	HC04_D11	50000000	51000000	316610	0	0
HC04_A11	26000000	27000000	HC04_D11	51000000	52000000	480758	3	1
HC04_A11	25000000	26000000	HC04_D11	52000000	53000000	456599	5	0
HC04_A11	23000000	24000000	HC04_D11	53000000	54000000	426354	6	4
HC04_A11	22000000	23000000	HC04_D11	54000000	55000000	642239	34	1
HC04_A11	21000000	22000000	HC04_D11	55000000	56000000	578200	30	16
HC04_A11	20000000	21000000	HC04_D11	56000000	57000000	500577	9	17
HC04_A11	18000000	19000000	HC04_D11	57000000	58000000	403389	22	11
HC04_A11	17000000	18000000	HC04_D11	58000000	59000000	737164	35	1
HC04_A11	15000000	16000000	HC04_D11	59000000	60000000	390067	1	29
HC04_A11	14000000	15000000	HC04_D11	60000000	61000000	530812	0	4
HC04_A11	13000000	14000000	HC04_D11	61000000	62000000	662823	0	29
HC04_A11	12000000	13000000	HC04_D11	62000000	63000000	455150	23	5
HC04_A11	10000000	11000000	HC04_D11	63000000	64000000	521205	4	25
HC04_A11	9000000	10000000	HC04_D11	64000000	65000000	646458	30	8
HC04_A11	8000000	9000000	HC04_D11	65000000	66000000	823752	0	7
HC04_A11	7000000	8000000	HC04_D11	66000000	67000000	817120	17	13
HC04_A11	6000000	7000000	HC04_D11	67000000	68000000	797890	11	20
HC04_A11	5000000	6000000	HC04_D11	68000000	69000000	758285	29	2
HC04_A11	4000000	5000000	HC04_D11	69000000	70000000	608834	32	28
HC04_A11	3000000	4000000	HC04_D11	70000000	71000000	558524	28	34
HC04_A11	2000000	3000000	HC04_D11	71000000	72000000	400604	2	4
HC04_A11	0	1000000	HC04_D11	72000000	73000000	470824	24	1
HC04_A12	0	1000000	HC04_D12	0	1000000	839240	33	13
HC04_A12	1000000	2000000	HC04_D12	1000000	2000000	713566	19	36
HC04_A12	2000000	3000000	HC04_D12	2000000	3000000	697506	6	32
HC04_A12	3000000	4000000	HC04_D12	3000000	4000000	479382	5	14
HC04_A12	6000000	7000000	HC04_D12	4000000	5000000	576442	28	22
HC04_A12	5000000	6000000	HC04_D12	5000000	6000000	372921	4	11
HC04_A12	8000000	9000000	HC04_D12	6000000	7000000	447696	14	15
HC04_A12	9000000	10000000	HC04_D12	7000000	8000000	511857	0	7
HC04_A12	10000000	11000000	HC04_D12	8000000	9000000	416893	0	0
HC04_A12	12000000	13000000	HC04_D12	9000000	10000000	479494	1	0
HC04_A12	13000000	14000000	HC04_D12	10000000	11000000	504008	20	8
HC04_A12	15000000	16000000	HC04_D12	11000000	12000000	466685	2	12
HC04_A12	17000000	18000000	HC04_D12	12000000	13000000	283778	0	0
HC04_A12	18000000	19000000	HC04_D12	13000000	14000000	260736	0	0
HC04_A12	34000000	35000000	HC04_D12	15000000	16000000	188972	0	0
HC04_A12	37000000	38000000	HC04_D12	16000000	17000000	226813	0	0
HC04_A12	31000000	32000000	HC04_D12	17000000	18000000	132254	0	0
HC04_A12	64000000	65000000	HC04_D12	20000000	21000000	120202	0	0
HC04_A12	61000000	62000000	HC04_D12	22000000	23000000	129362	0	0
HC04_A12	49000000	50000000	HC04_D12	25000000	26000000	200769	0	0
HC04_A12	44000000	45000000	HC04_D12	26000000	27000000	257355	0	0
HC04_A12	43000000	44000000	HC04_D12	27000000	28000000	299960	0	0
HC04_A12	39000000	40000000	HC04_D12	28000000	29000000	250414	0	1
HC04_A12	29000000	30000000	HC04_D12	29000000	30000000	245389	0	0
HC04_A12	23000000	24000000	HC04_D12	30000000	31000000	184812	0	1
HC04_A12	21000000	22000000	HC04_D12	31000000	32000000	190634	0	6
HC04_A12	53000000	54000000	HC04_D12	32000000	33000000	175994	0	6
HC04_A12	51000000	52000000	HC04_D12	33000000	34000000	128756	0	6
HC04_A12	56000000	57000000	HC04_D12	34000000	35000000	236626	0	0
HC04_A12	70000000	71000000	HC04_D12	35000000	36000000	200074	0	0
HC04_A12	72000000	73000000	HC04_D12	36000000	37000000	162197	18	2
HC04_A12	76000000	77000000	HC04_D12	37000000	38000000	274407	0	0
HC04_A12	77000000	78000000	HC04_D12	38000000	39000000	370656	0	1
HC04_A12	79000000	80000000	HC04_D12	39000000	40000000	628610	2	3
HC04_A12	80000000	81000000	HC04_D12	40000000	41000000	481679	0	30
HC04_A12	81000000	82000000	HC04_D12	41000000	42000000	336065	3	5
HC04_A12	83000000	84000000	HC04_D12	42000000	43000000	317864	0	3
HC04_A12	84000000	85000000	HC04_D12	43000000	44000000	515118	18	3
HC04_A12	85000000	86000000	HC04_D12	44000000	45000000	603769	0	8
HC04_A12	86000000	87000000	HC04_D12	45000000	46000000	525835	5	19
HC04_A12	87000000	88000000	HC04_D12	46000000	47000000	355802	30	28
HC04_A12	89000000	90000000	HC04_D12	47000000	48000000	440300	15	24
HC04_A12	91000000	92000000	HC04_D12	48000000	49000000	396149	3	2
HC04_A12	92000000	93000000	HC04_D12	49000000	50000000	539169	27	0
HC04_A12	94000000	95000000	HC04_D12	50000000	51000000	486634	13	26
HC04_A12	95000000	96000000	HC04_D12	51000000	52000000	557052	0	22
HC04_A12	96000000	97000000	HC04_D12	52000000	53000000	495920	12	10
HC04_A12	98000000	99000000	HC04_D12	53000000	54000000	622792	22	12
HC04_A12	99000000	100000000	HC04_D12	54000000	55000000	501802	28	9
HC04_A12	100000000	101000000	HC04_D12	55000000	56000000	434103	2	10
HC04_A12	101000000	102000000	HC04_D12	56000000	57000000	613277	0	25
HC04_A12	102000000	103000000	HC04_D12	57000000	58000000	514542	4	5
HC04_A12	103000000	104000000	HC04_D12	58000000	59000000	444551	5	25
HC04_A12	105000000	106000000	HC04_D12	60000000	61000000	377544	20	29
HC04_A12	106000000	107000000	HC04_D12	61000000	62000000	498013	5	12
HC04_A12	108000000	109000000	HC04_D12	62000000	63000000	452369	30	18
HC04_A13	0	1000000	HC04_D13	0	1000000	592612	21	24
HC04_A13	1000000	2000000	HC04_D13	1000000	2000000	466577	5	36
HC04_A13	3000000	4000000	HC04_D13	2000000	3000000	651955	23	29
HC04_A13	4000000	5000000	HC04_D13	3000000	4000000	558562	14	29
HC04_A13	5000000	6000000	HC04_D13	4000000	5000000	659755	17	33
HC04_A13	6000000	7000000	HC04_D13	5000000	6000000	577465	19	28
HC04_A13	16000000	17000000	HC04_D13	6000000	7000000	328197	0	0
HC04_A13	15000000	16000000	HC04_D13	7000000	8000000	342072	29	30
HC04_A13	13000000	14000000	HC04_D13	8000000	9000000	523244	16	14
HC04_A13	11000000	12000000	HC04_D13	9000000	10000000	376586	0	0
HC04_A13	8000000	9000000	HC04_D13	10000000	11000000	109644	0	0
HC04_A13	10000000	11000000	HC04_D13	11000000	12000000	348292	0	0
HC04_A13	19000000	20000000	HC04_D13	12000000	13000000	337395	0	0
HC04_A13	21000000	22000000	HC04_D13	13000000	14000000	327602	0	0
HC04_A13	23000000	24000000	HC04_D13	14000000	15000000	200974	1	0
HC04_A13	32000000	33000000	HC04_D13	15000000	16000000	502197	0	0
HC04_A13	28000000	29000000	HC04_D13	16000000	17000000	264616	0	0
HC04_A13	25000000	26000000	HC04_D13	17000000	18000000	154544	0	0
HC04_A13	54000000	55000000	HC04_D13	18000000	19000000	273752	0	0
HC04_A13	55000000	56000000	HC04_D13	19000000	20000000	155783	0	0
HC04_A13	56000000	57000000	HC04_D13	20000000	21000000	260641	16	0
HC04_A13	49000000	50000000	HC04_D13	21000000	22000000	243807	0	0
HC04_A13	46000000	47000000	HC04_D13	22000000	23000000	180557	0	0
HC04_A13	44000000	45000000	HC04_D13	23000000	24000000	326908	0	0
HC04_A13	43000000	44000000	HC04_D13	24000000	25000000	223758	0	0
HC04_A13	42000000	43000000	HC04_D13	25000000	26000000	167965	0	0
HC04_A13	64000000	65000000	HC04_D13	27000000	28000000	127777	16	0
HC04_A13	36000000	37000000	HC04_D13	31000000	32000000	145680	0	0
HC04_A13	66000000	67000000	HC04_D13	32000000	33000000	227490	16	0
HC04_A13	67000000	68000000	HC04_D13	33000000	34000000	168962	35	18
HC04_A13	69000000	70000000	HC04_D13	34000000	35000000	297674	31	0
HC04_A13	70000000	71000000	HC04_D13	35000000	36000000	394509	29	0
HC04_A13	72000000	73000000	HC04_D13	36000000	37000000	213066	29	0
HC04_A13	76000000	77000000	HC04_D13	37000000	38000000	280264	29	3
HC04_A13	77000000	78000000	HC04_D13	38000000	39000000	311409	0	0
HC04_A13	79000000	80000000	HC04_D13	39000000	40000000	305304	27	0
HC04_A13	81000000	82000000	HC04_D13	40000000	41000000	553456	0	0
HC04_A13	83000000	84000000	HC04_D13	41000000	42000000	348180	24	5
HC04_A13	86000000	87000000	HC04_D13	42000000	43000000	391511	21	36
HC04_A13	87000000	88000000	HC04_D13	43000000	44000000	300631	0	23
HC04_A13	89000000	90000000	HC04_D13	44000000	45000000	231645	0	0
HC04_A13	90000000	91000000	HC04_D13	45000000	46000000	302727	20	22
HC04_A13	91000000	92000000	HC04_D13	46000000	47000000	708736	9	2
HC04_A13	92000000	93000000	HC04_D13	47000000	48000000	523166	24	5
HC04_A13	93000000	94000000	HC04_D13	48000000	49000000	443036	1	0
HC04_A13	94000000	95000000	HC04_D13	49000000	50000000	513282	2	8
HC04_A13	95000000	96000000	HC04_D13	50000000	51000000	452079	0	16
HC04_A13	97000000	98000000	HC04_D13	51000000	52000000	511171	20	0
HC04_A13	98000000	99000000	HC04_D13	52000000	53000000	580459	17	31
HC04_A13	99000000	100000000	HC04_D13	53000000	54000000	562388	14	11
HC04_A13	101000000	102000000	HC04_D13	54000000	55000000	323129	6	8
HC04_A13	102000000	103000000	HC04_D13	55000000	56000000	421759	3	0
