Chr	Start	End	Ghlatifolium	Ghmariegalante	Ghmorrilli	Ghpalmeri	Ghpunctatum	Ghpurpurascen	Ghrichmondi	Ghyucatanense	windowClass
HC04_D07	18000000	19000000	18	7	0	0	0	0	0	3	Dt_specific
HC04_D07	27000000	28000000	0	0	0	16	0	0	1	0	Dt_specific
HC04_D07	36000000	37000000	0	0	0	0	0	1	15	1	Dt_specific
HC04_D08	33000000	34000000	1	0	0	0	2	0	1	5	Dt_specific
HC04_D08	38000000	39000000	4	2	0	0	1	0	1	0	Dt_specific
HC04_D08	39000000	40000000	0	4	0	0	0	0	0	0	Dt_specific
HC04_D08	42000000	43000000	0	1	0	0	0	3	0	0	Dt_specific
HC04_D08	43000000	44000000	1	0	0	0	0	3	0	0	Dt_specific
HC04_D08	44000000	45000000	0	1	2	0	0	1	0	0	Dt_specific
HC04_D08	45000000	46000000	0	1	0	0	3	0	0	0	Dt_specific
HC04_D08	49000000	50000000	0	0	0	0	0	0	0	12	Dt_specific
HC04_D08	50000000	51000000	1	3	0	0	6	1	0	8	Dt_specific
HC04_D08	51000000	52000000	0	3	0	0	0	3	0	6	Dt_specific
HC04_D09	4000000	5000000	5	0	2	6	0	0	0	0	Dt_specific
HC04_D09	5000000	6000000	1	0	7	1	16	1	0	0	Dt_specific
HC04_D09	17000000	18000000	1	4	0	0	3	6	1	0	Dt_specific
HC04_D09	21000000	22000000	0	1	0	0	5	0	4	3	Dt_specific
HC04_D09	22000000	23000000	0	0	0	10	3	1	2	0	Dt_specific
HC04_D09	23000000	24000000	0	0	0	6	3	2	1	1	Dt_specific
HC04_D10	39000000	40000000	0	2	0	0	0	0	0	0	Dt_specific
HC04_D10	40000000	41000000	1	0	0	0	0	0	0	0	Dt_specific
HC04_D10	63000000	64000000	0	6	5	22	2	0	0	0	Dt_specific
HC04_D11	0	1000000	1	0	0	0	2	0	0	6	Dt_specific
HC04_D11	28000000	29000000	5	0	0	0	0	0	5	0	Dt_specific
HC04_D12	14000000	15000000	0	0	0	0	0	0	1	0	Dt_specific
HC04_D12	18000000	19000000	4	0	0	1	7	1	1	0	Dt_specific
HC04_D12	19000000	20000000	2	0	0	0	0	0	0	0	Dt_specific
HC04_D12	59000000	60000000	3	0	0	7	4	0	0	4	Dt_specific
HC04_D12	63000000	64000000	5	3	0	2	1	1	17	7	Dt_specific
HC04_D13	29000000	30000000	1	0	0	0	0	0	1	0	Dt_specific
HC04_D13	30000000	31000000	0	0	0	4	3	3	0	0	Dt_specific
HC04_D13	60000000	61000000	6	0	1	0	15	0	8	0	Dt_specific
HC04_D13	63000000	64000000	0	0	3	0	0	0	0	0	Dt_specific
HC04_A01	1000000	2000000	11	1	0	18	0	0	1	1	At_conserved
HC04_A01	2000000	3000000	5	0	0	5	11	0	0	0	At_conserved
HC04_A01	3000000	4000000	1	21	5	0	1	0	0	2	At_conserved
HC04_A01	4000000	5000000	3	25	0	0	2	0	2	3	At_conserved
HC04_A01	5000000	6000000	11	3	0	8	0	0	3	0	At_conserved
HC04_A01	7000000	8000000	0	1	0	0	1	0	0	0	At_conserved
HC04_A01	8000000	9000000	2	0	30	0	1	0	0	0	At_conserved
HC04_A01	9000000	10000000	2	20	0	0	3	0	1	1	At_conserved
HC04_A01	10000000	11000000	0	12	11	1	6	0	0	2	At_conserved
HC04_A01	12000000	13000000	16	0	1	0	2	0	0	0	At_conserved
HC04_A01	13000000	14000000	0	0	0	0	1	0	1	0	At_conserved
HC04_A01	14000000	15000000	0	0	20	0	1	0	0	1	At_conserved
HC04_A01	16000000	17000000	0	0	1	0	0	1	1	0	At_conserved
HC04_A01	18000000	19000000	33	0	0	0	0	0	0	0	At_conserved
HC04_A01	19000000	20000000	18	1	0	0	0	0	0	2	At_conserved
HC04_A01	20000000	21000000	0	1	21	3	0	0	0	0	At_conserved
HC04_A01	23000000	24000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A01	25000000	26000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A01	27000000	28000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A01	28000000	29000000	0	0	0	0	1	0	0	3	At_conserved
HC04_A01	32000000	33000000	0	0	0	0	0	0	1	0	At_conserved
HC04_A01	33000000	34000000	0	1	0	0	0	0	0	1	At_conserved
HC04_A01	41000000	42000000	0	9	0	0	1	10	0	0	At_conserved
HC04_A01	44000000	45000000	1	2	0	0	0	0	0	0	At_conserved
HC04_A01	49000000	50000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A01	50000000	51000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A01	53000000	54000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A01	54000000	55000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A01	56000000	57000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A01	62000000	63000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A01	64000000	65000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A01	71000000	72000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A01	73000000	74000000	0	0	0	1	0	0	0	0	At_conserved
HC04_A01	75000000	76000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A01	79000000	80000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A01	96000000	97000000	8	0	0	1	0	0	4	0	At_conserved
HC04_A01	98000000	99000000	2	1	0	0	0	0	10	0	At_conserved
HC04_A01	102000000	103000000	0	12	0	3	0	0	0	0	At_conserved
HC04_A01	103000000	104000000	0	4	0	1	2	0	4	10	At_conserved
HC04_A01	104000000	105000000	1	0	0	0	0	10	9	1	At_conserved
HC04_A01	109000000	110000000	0	0	0	0	0	2	0	0	At_conserved
HC04_A01	111000000	112000000	8	3	0	1	0	0	0	0	At_conserved
HC04_A01	112000000	113000000	4	0	0	0	0	0	21	0	At_conserved
HC04_A01	115000000	116000000	2	0	1	25	0	0	2	0	At_conserved
HC04_A01	116000000	117000000	2	0	2	27	0	0	0	0	At_conserved
HC04_A01	118000000	119000000	3	0	4	5	0	0	0	6	At_conserved
HC04_A02	1000000	2000000	3	3	0	2	2	2	0	17	At_conserved
HC04_A02	2000000	3000000	1	7	0	0	1	0	1	0	At_conserved
HC04_A02	3000000	4000000	1	7	7	9	0	0	7	1	At_conserved
HC04_A02	4000000	5000000	0	7	1	2	0	0	0	0	At_conserved
HC04_A02	7000000	8000000	0	0	0	9	0	0	0	0	At_conserved
HC04_A02	8000000	9000000	2	5	1	0	0	0	2	0	At_conserved
HC04_A02	9000000	10000000	21	5	0	0	0	0	0	0	At_conserved
HC04_A02	26000000	27000000	0	4	0	0	0	0	0	0	At_conserved
HC04_A02	42000000	43000000	0	0	0	0	1	0	0	0	At_conserved
HC04_A02	46000000	47000000	0	0	0	0	0	0	1	3	At_conserved
HC04_A02	52000000	53000000	0	0	0	0	1	0	0	3	At_conserved
HC04_A02	58000000	59000000	0	0	0	0	0	0	4	0	At_conserved
HC04_A02	59000000	60000000	0	0	0	0	0	4	0	0	At_conserved
HC04_A02	94000000	95000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A02	95000000	96000000	1	0	1	0	0	0	1	0	At_conserved
HC04_A02	96000000	97000000	0	0	0	0	1	0	0	0	At_conserved
HC04_A02	100000000	101000000	5	5	0	0	0	20	6	0	At_conserved
HC04_A02	102000000	103000000	0	2	1	12	4	0	3	2	At_conserved
HC04_A02	103000000	104000000	6	0	3	4	0	0	0	0	At_conserved
HC04_A02	104000000	105000000	3	0	0	0	12	0	1	8	At_conserved
HC04_A02	105000000	106000000	3	0	0	2	5	0	26	0	At_conserved
HC04_A02	106000000	107000000	12	0	0	0	1	1	13	0	At_conserved
HC04_A02	107000000	108000000	8	1	1	0	3	4	4	0	At_conserved
HC04_A03	0	1000000	0	0	0	1	2	0	8	10	At_conserved
HC04_A03	1000000	2000000	3	1	0	0	1	3	7	0	At_conserved
HC04_A03	2000000	3000000	0	8	1	0	6	0	4	0	At_conserved
HC04_A03	3000000	4000000	6	6	2	7	4	0	0	1	At_conserved
HC04_A03	4000000	5000000	1	3	1	0	0	1	1	0	At_conserved
HC04_A03	5000000	6000000	0	1	0	7	1	0	3	13	At_conserved
HC04_A03	6000000	7000000	0	1	0	8	0	0	21	0	At_conserved
HC04_A03	8000000	9000000	6	2	12	0	0	0	2	0	At_conserved
HC04_A03	9000000	10000000	0	0	6	0	1	0	0	0	At_conserved
HC04_A03	13000000	14000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A03	17000000	18000000	0	3	0	0	0	0	7	0	At_conserved
HC04_A03	33000000	34000000	0	2	0	0	0	0	0	0	At_conserved
HC04_A03	34000000	35000000	0	0	0	0	2	0	2	2	At_conserved
HC04_A03	56000000	57000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A03	66000000	67000000	0	0	2	0	0	3	0	0	At_conserved
HC04_A03	68000000	69000000	0	0	2	0	1	0	0	0	At_conserved
HC04_A03	86000000	87000000	0	8	0	0	0	0	0	0	At_conserved
HC04_A03	92000000	93000000	0	2	0	0	0	0	0	0	At_conserved
HC04_A03	95000000	96000000	0	0	0	0	4	0	0	0	At_conserved
HC04_A03	97000000	98000000	12	0	0	0	0	0	0	16	At_conserved
HC04_A03	101000000	102000000	1	0	0	1	0	0	8	5	At_conserved
HC04_A03	102000000	103000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A03	104000000	105000000	0	0	0	0	0	0	2	0	At_conserved
HC04_A03	105000000	106000000	0	7	0	13	0	0	1	0	At_conserved
HC04_A03	106000000	107000000	0	0	2	10	0	0	0	2	At_conserved
HC04_A03	107000000	108000000	0	0	9	2	0	0	2	0	At_conserved
HC04_A03	109000000	110000000	1	0	0	0	0	0	0	1	At_conserved
HC04_A03	110000000	111000000	3	19	1	0	0	1	0	0	At_conserved
HC04_A03	111000000	112000000	4	0	0	0	0	0	14	0	At_conserved
HC04_A03	112000000	113000000	12	0	0	0	3	0	0	15	At_conserved
HC04_A04	0	1000000	8	0	6	1	3	2	5	0	At_conserved
HC04_A04	1000000	2000000	9	1	2	1	18	0	1	0	At_conserved
HC04_A04	2000000	3000000	6	0	6	1	2	0	0	6	At_conserved
HC04_A04	3000000	4000000	4	0	0	0	0	0	0	13	At_conserved
HC04_A04	4000000	5000000	0	3	7	7	0	0	3	11	At_conserved
HC04_A04	6000000	7000000	7	0	0	2	9	2	0	0	At_conserved
HC04_A04	7000000	8000000	1	7	0	1	2	0	2	0	At_conserved
HC04_A04	8000000	9000000	2	0	0	1	6	0	0	15	At_conserved
HC04_A04	9000000	10000000	0	0	0	0	0	0	12	6	At_conserved
HC04_A04	12000000	13000000	0	6	0	0	0	0	0	0	At_conserved
HC04_A04	59000000	60000000	0	2	0	0	0	0	0	0	At_conserved
HC04_A04	63000000	64000000	0	0	0	0	2	0	2	0	At_conserved
HC04_A04	66000000	67000000	0	1	0	0	0	0	0	0	At_conserved
HC04_A04	77000000	78000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A04	80000000	81000000	0	0	0	0	0	0	1	0	At_conserved
HC04_A04	82000000	83000000	0	0	0	2	8	0	0	0	At_conserved
HC04_A04	83000000	84000000	0	0	0	29	0	0	0	0	At_conserved
HC04_A04	84000000	85000000	4	2	2	4	2	0	0	3	At_conserved
HC04_A04	85000000	86000000	4	0	8	6	3	0	0	0	At_conserved
HC04_A04	86000000	87000000	5	1	3	0	0	1	2	0	At_conserved
HC04_A04	88000000	89000000	4	1	1	4	1	0	2	0	At_conserved
HC04_A05	0	1000000	3	0	0	0	0	1	3	0	At_conserved
HC04_A05	1000000	2000000	2	0	0	0	0	0	1	0	At_conserved
HC04_A05	2000000	3000000	2	1	0	1	0	0	0	0	At_conserved
HC04_A05	3000000	4000000	9	0	9	0	7	0	0	0	At_conserved
HC04_A05	5000000	6000000	10	0	1	6	9	0	4	0	At_conserved
HC04_A05	6000000	7000000	24	3	2	1	3	0	0	0	At_conserved
HC04_A05	7000000	8000000	0	0	0	0	4	0	0	8	At_conserved
HC04_A05	8000000	9000000	12	0	0	0	0	0	0	18	At_conserved
HC04_A05	9000000	10000000	3	7	0	0	3	0	0	0	At_conserved
HC04_A05	10000000	11000000	8	2	0	0	0	0	0	23	At_conserved
HC04_A05	11000000	12000000	0	0	0	0	0	0	0	1	At_conserved
HC04_A05	12000000	13000000	1	0	0	2	0	0	0	0	At_conserved
HC04_A05	13000000	14000000	0	0	0	0	0	0	1	0	At_conserved
HC04_A05	14000000	15000000	5	9	0	0	0	0	9	0	At_conserved
HC04_A05	16000000	17000000	1	0	0	2	0	0	0	7	At_conserved
HC04_A05	17000000	18000000	0	0	0	0	0	0	0	9	At_conserved
HC04_A05	18000000	19000000	0	0	2	0	14	0	0	0	At_conserved
HC04_A05	20000000	21000000	0	0	0	0	1	0	0	0	At_conserved
HC04_A05	21000000	22000000	1	7	0	15	0	0	3	2	At_conserved
HC04_A05	22000000	23000000	0	10	0	0	0	1	12	0	At_conserved
HC04_A05	23000000	24000000	5	0	0	0	0	0	0	0	At_conserved
HC04_A05	25000000	26000000	0	4	0	0	1	0	0	0	At_conserved
HC04_A05	26000000	27000000	1	2	0	0	0	0	1	0	At_conserved
HC04_A05	27000000	28000000	1	2	0	2	0	0	0	0	At_conserved
HC04_A05	29000000	30000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A05	30000000	31000000	1	0	0	14	2	0	8	0	At_conserved
HC04_A05	32000000	33000000	4	0	4	0	3	0	3	0	At_conserved
HC04_A05	33000000	34000000	0	9	0	1	12	1	5	0	At_conserved
HC04_A05	35000000	36000000	0	15	0	11	2	0	8	0	At_conserved
HC04_A05	36000000	37000000	1	0	0	2	0	0	0	13	At_conserved
HC04_A05	37000000	38000000	0	7	1	0	0	0	0	0	At_conserved
HC04_A05	39000000	40000000	1	6	0	0	0	0	0	0	At_conserved
HC04_A05	41000000	42000000	3	0	0	0	0	0	1	0	At_conserved
HC04_A05	43000000	44000000	0	0	0	8	0	0	0	0	At_conserved
HC04_A05	91000000	92000000	10	0	0	0	0	0	6	0	At_conserved
HC04_A05	92000000	93000000	0	0	0	0	0	0	8	8	At_conserved
HC04_A05	95000000	96000000	16	0	0	0	0	0	0	0	At_conserved
HC04_A05	98000000	99000000	0	1	0	0	12	0	0	4	At_conserved
HC04_A05	99000000	100000000	1	0	17	0	8	0	7	0	At_conserved
HC04_A05	100000000	101000000	2	0	0	0	0	0	0	1	At_conserved
HC04_A05	102000000	103000000	15	0	0	0	0	0	0	0	At_conserved
HC04_A05	103000000	104000000	0	0	0	0	0	0	0	3	At_conserved
HC04_A05	104000000	105000000	0	1	0	2	0	2	0	0	At_conserved
HC04_A05	106000000	107000000	0	18	0	1	0	0	0	1	At_conserved
HC04_A05	107000000	108000000	3	3	1	1	0	0	13	2	At_conserved
HC04_A05	108000000	109000000	1	1	0	1	1	0	1	0	At_conserved
HC04_A05	109000000	110000000	1	0	10	3	0	0	0	0	At_conserved
HC04_A05	111000000	112000000	0	24	0	0	0	0	3	3	At_conserved
HC04_A05	112000000	113000000	0	10	1	0	0	7	0	4	At_conserved
HC04_A06	0	1000000	0	3	0	0	1	0	0	0	At_conserved
HC04_A06	1000000	2000000	3	1	2	4	1	0	1	0	At_conserved
HC04_A06	2000000	3000000	6	1	3	11	4	0	6	2	At_conserved
HC04_A06	3000000	4000000	5	0	4	12	8	0	2	3	At_conserved
HC04_A06	4000000	5000000	0	0	0	31	0	0	0	0	At_conserved
HC04_A06	5000000	6000000	5	0	3	0	0	0	4	0	At_conserved
HC04_A06	6000000	7000000	8	0	0	15	0	0	0	0	At_conserved
HC04_A06	7000000	8000000	11	2	4	7	0	0	0	1	At_conserved
HC04_A06	9000000	10000000	0	11	7	0	0	0	0	0	At_conserved
HC04_A06	10000000	11000000	0	0	0	0	0	2	0	1	At_conserved
HC04_A06	11000000	12000000	18	0	0	0	0	0	0	0	At_conserved
HC04_A06	13000000	14000000	0	0	0	1	2	15	0	0	At_conserved
HC04_A06	15000000	16000000	3	0	0	0	13	0	0	2	At_conserved
HC04_A06	17000000	18000000	0	0	0	0	5	0	0	0	At_conserved
HC04_A06	18000000	19000000	0	0	0	0	0	0	10	0	At_conserved
HC04_A06	20000000	21000000	0	2	0	5	2	0	3	0	At_conserved
HC04_A06	22000000	23000000	0	0	0	0	5	0	0	0	At_conserved
HC04_A06	27000000	28000000	0	0	0	8	0	0	1	0	At_conserved
HC04_A06	28000000	29000000	2	3	0	3	6	0	3	0	At_conserved
HC04_A06	31000000	32000000	3	0	0	0	14	0	0	0	At_conserved
HC04_A06	32000000	33000000	3	0	0	0	0	0	14	0	At_conserved
HC04_A06	34000000	35000000	3	0	5	4	0	5	0	0	At_conserved
HC04_A06	36000000	37000000	2	0	6	0	0	5	4	0	At_conserved
HC04_A06	39000000	40000000	4	0	1	3	5	3	1	0	At_conserved
HC04_A06	41000000	42000000	1	0	1	1	10	0	0	4	At_conserved
HC04_A06	76000000	77000000	0	0	0	0	0	1	0	0	At_conserved
HC04_A06	83000000	84000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A06	88000000	89000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A06	91000000	92000000	2	0	0	0	0	0	0	0	At_conserved
HC04_A06	93000000	94000000	1	1	0	0	3	0	0	0	At_conserved
HC04_A06	95000000	96000000	0	2	0	0	0	0	0	0	At_conserved
HC04_A06	96000000	97000000	0	0	0	2	1	0	0	0	At_conserved
HC04_A06	99000000	100000000	0	0	0	0	3	0	1	0	At_conserved
HC04_A06	102000000	103000000	0	0	0	0	0	0	0	2	At_conserved
HC04_A06	104000000	105000000	0	0	0	0	2	4	0	0	At_conserved
HC04_A06	105000000	106000000	0	0	0	8	0	0	0	0	At_conserved
HC04_A06	108000000	109000000	6	0	0	0	4	0	0	0	At_conserved
HC04_A06	110000000	111000000	0	0	0	0	1	0	0	0	At_conserved
HC04_A06	111000000	112000000	0	2	0	11	0	2	0	0	At_conserved
HC04_A06	112000000	113000000	0	0	0	0	0	0	12	0	At_conserved
HC04_A06	119000000	120000000	0	0	0	2	0	0	0	0	At_conserved
HC04_A06	121000000	122000000	0	0	0	0	0	0	2	0	At_conserved
HC04_A06	123000000	124000000	0	0	3	0	0	2	0	13	At_conserved
HC04_A06	124000000	125000000	0	4	0	1	0	0	0	1	At_conserved
HC04_A06	125000000	126000000	16	0	9	1	4	1	3	0	At_conserved
HC04_A06	126000000	127000000	12	0	0	0	9	0	0	6	At_conserved
HC04_A07	1000000	2000000	7	0	0	1	0	0	0	0	At_conserved
HC04_A07	2000000	3000000	22	0	2	1	0	0	5	4	At_conserved
HC04_A07	3000000	4000000	13	1	0	14	2	0	4	0	At_conserved
HC04_A07	4000000	5000000	0	15	0	0	0	0	1	0	At_conserved
HC04_A07	5000000	6000000	0	17	0	0	0	0	0	0	At_conserved
HC04_A07	7000000	8000000	0	0	0	2	0	0	0	0	At_conserved
HC04_A07	9000000	10000000	3	3	7	0	0	0	0	2	At_conserved
HC04_A07	10000000	11000000	0	0	0	0	2	0	15	0	At_conserved
HC04_A07	11000000	12000000	1	6	0	0	7	0	0	0	At_conserved
HC04_A07	12000000	13000000	0	1	0	0	0	0	3	0	At_conserved
HC04_A07	15000000	16000000	1	0	0	0	1	0	0	25	At_conserved
HC04_A07	16000000	17000000	1	1	0	0	0	0	0	0	At_conserved
HC04_A07	19000000	20000000	8	1	0	0	0	0	0	0	At_conserved
HC04_A07	22000000	23000000	2	3	0	0	5	0	0	18	At_conserved
HC04_A07	23000000	24000000	18	0	0	0	0	0	0	0	At_conserved
HC04_A07	24000000	25000000	3	0	0	0	0	0	1	0	At_conserved
HC04_A07	26000000	27000000	3	2	0	2	8	0	10	1	At_conserved
HC04_A07	27000000	28000000	8	12	0	2	6	0	1	0	At_conserved
HC04_A07	30000000	31000000	0	0	0	0	0	0	0	2	At_conserved
HC04_A07	34000000	35000000	0	2	0	0	0	0	0	0	At_conserved
HC04_A07	37000000	38000000	0	0	0	0	0	0	0	2	At_conserved
HC04_A07	39000000	40000000	1	0	0	0	1	0	0	0	At_conserved
HC04_A07	41000000	42000000	1	0	0	0	1	0	0	1	At_conserved
HC04_A07	42000000	43000000	0	0	0	0	3	0	5	0	At_conserved
HC04_A07	44000000	45000000	0	0	0	1	7	0	0	0	At_conserved
HC04_A07	49000000	50000000	0	0	0	0	0	2	0	0	At_conserved
HC04_A07	51000000	52000000	0	1	0	0	1	0	0	0	At_conserved
HC04_A07	53000000	54000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A07	54000000	55000000	2	0	0	0	0	0	6	0	At_conserved
HC04_A07	56000000	57000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A07	57000000	58000000	0	0	0	0	0	2	0	0	At_conserved
HC04_A07	59000000	60000000	0	2	0	0	0	0	0	0	At_conserved
HC04_A07	64000000	65000000	0	0	0	0	0	0	0	2	At_conserved
HC04_A07	74000000	75000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A07	76000000	77000000	0	0	0	0	0	0	0	2	At_conserved
HC04_A07	78000000	79000000	0	0	0	0	2	0	0	0	At_conserved
HC04_A07	80000000	81000000	0	1	0	0	1	0	0	0	At_conserved
HC04_A07	81000000	82000000	0	0	0	0	0	1	0	1	At_conserved
HC04_A07	83000000	84000000	4	0	0	1	0	0	0	0	At_conserved
HC04_A07	84000000	85000000	0	0	0	0	0	0	0	22	At_conserved
HC04_A07	86000000	87000000	0	0	2	0	0	0	0	0	At_conserved
HC04_A07	90000000	91000000	2	0	3	0	5	0	0	0	At_conserved
HC04_A07	92000000	93000000	3	0	0	5	21	0	3	1	At_conserved
HC04_A07	93000000	94000000	0	1	0	0	0	0	4	23	At_conserved
HC04_A07	94000000	95000000	0	2	0	4	4	0	0	26	At_conserved
HC04_A07	95000000	96000000	6	1	1	1	4	0	0	11	At_conserved
HC04_A07	96000000	97000000	2	5	1	0	1	6	10	0	At_conserved
HC04_A07	97000000	98000000	3	1	2	6	1	1	6	5	At_conserved
HC04_A08	0	1000000	0	6	0	0	0	0	3	0	At_conserved
HC04_A08	1000000	2000000	10	1	0	1	1	1	0	3	At_conserved
HC04_A08	2000000	3000000	7	0	0	0	3	0	3	0	At_conserved
HC04_A08	3000000	4000000	6	0	1	17	0	0	0	0	At_conserved
HC04_A08	5000000	6000000	1	0	0	3	4	0	6	18	At_conserved
HC04_A08	6000000	7000000	13	0	1	0	7	0	0	0	At_conserved
HC04_A08	8000000	9000000	8	0	0	9	1	0	0	6	At_conserved
HC04_A08	9000000	10000000	1	1	0	3	12	0	0	0	At_conserved
HC04_A08	10000000	11000000	0	28	0	0	0	1	0	0	At_conserved
HC04_A08	14000000	15000000	0	13	0	1	0	2	1	0	At_conserved
HC04_A08	15000000	16000000	1	0	0	9	2	0	0	0	At_conserved
HC04_A08	18000000	19000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A08	20000000	21000000	0	0	0	8	0	0	0	0	At_conserved
HC04_A08	21000000	22000000	0	14	0	0	1	0	0	0	At_conserved
HC04_A08	30000000	31000000	22	0	0	4	0	0	0	0	At_conserved
HC04_A08	32000000	33000000	25	0	0	0	0	0	0	0	At_conserved
HC04_A08	33000000	34000000	0	2	0	0	0	0	0	0	At_conserved
HC04_A08	35000000	36000000	25	0	0	0	0	0	0	0	At_conserved
HC04_A08	37000000	38000000	13	1	11	0	0	0	0	0	At_conserved
HC04_A08	39000000	40000000	9	16	0	0	0	0	0	0	At_conserved
HC04_A08	42000000	43000000	5	0	7	0	0	0	0	0	At_conserved
HC04_A08	47000000	48000000	0	6	0	0	5	0	0	0	At_conserved
HC04_A08	48000000	49000000	0	0	0	0	11	0	0	0	At_conserved
HC04_A08	49000000	50000000	1	0	0	10	0	0	0	0	At_conserved
HC04_A08	52000000	53000000	0	8	0	0	0	3	0	0	At_conserved
HC04_A08	54000000	55000000	0	9	0	0	0	2	0	0	At_conserved
HC04_A08	56000000	57000000	0	6	0	0	5	0	0	0	At_conserved
HC04_A08	58000000	59000000	0	0	0	0	1	3	0	7	At_conserved
HC04_A08	61000000	62000000	1	2	0	4	2	2	0	0	At_conserved
HC04_A08	63000000	64000000	0	0	0	0	0	0	11	0	At_conserved
HC04_A08	65000000	66000000	4	0	0	0	5	2	0	0	At_conserved
HC04_A08	69000000	70000000	0	2	0	0	7	0	0	2	At_conserved
HC04_A08	85000000	86000000	0	1	0	4	5	1	0	0	At_conserved
HC04_A08	88000000	89000000	0	11	0	0	0	0	0	0	At_conserved
HC04_A08	90000000	91000000	0	2	0	0	6	3	0	0	At_conserved
HC04_A08	93000000	94000000	0	0	0	0	0	0	11	0	At_conserved
HC04_A08	98000000	99000000	0	6	0	0	5	0	0	0	At_conserved
HC04_A08	102000000	103000000	0	3	0	0	5	3	0	0	At_conserved
HC04_A08	103000000	104000000	0	11	0	0	0	0	0	0	At_conserved
HC04_A08	114000000	115000000	11	0	0	0	1	0	0	0	At_conserved
HC04_A08	115000000	116000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A08	117000000	118000000	0	0	0	0	1	0	0	0	At_conserved
HC04_A08	118000000	119000000	0	0	1	0	0	0	0	0	At_conserved
HC04_A08	119000000	120000000	14	1	1	1	0	0	1	1	At_conserved
HC04_A08	120000000	121000000	17	0	0	0	0	2	12	0	At_conserved
HC04_A08	123000000	124000000	0	0	0	0	0	0	12	22	At_conserved
HC04_A08	124000000	125000000	0	0	0	0	0	0	0	16	At_conserved
HC04_A08	125000000	126000000	4	3	0	0	4	0	0	21	At_conserved
HC04_A09	1000000	2000000	24	0	0	0	3	0	2	0	At_conserved
HC04_A09	2000000	3000000	0	5	0	2	4	0	1	0	At_conserved
HC04_A09	5000000	6000000	0	0	0	5	0	0	4	0	At_conserved
HC04_A09	6000000	7000000	8	5	1	0	7	1	3	0	At_conserved
HC04_A09	7000000	8000000	0	0	0	0	25	0	0	0	At_conserved
HC04_A09	8000000	9000000	8	0	0	0	0	4	0	0	At_conserved
HC04_A09	9000000	10000000	12	0	0	1	5	3	0	0	At_conserved
HC04_A09	10000000	11000000	8	0	1	21	4	0	0	0	At_conserved
HC04_A09	11000000	12000000	2	6	0	22	0	0	0	0	At_conserved
HC04_A09	13000000	14000000	0	2	7	21	0	0	0	0	At_conserved
HC04_A09	14000000	15000000	1	0	0	11	0	0	0	0	At_conserved
HC04_A09	17000000	18000000	3	0	0	0	3	0	0	0	At_conserved
HC04_A09	18000000	19000000	5	0	1	0	1	0	1	2	At_conserved
HC04_A09	19000000	20000000	1	0	0	0	0	0	0	0	At_conserved
HC04_A09	21000000	22000000	0	0	0	0	0	0	3	11	At_conserved
HC04_A09	23000000	24000000	0	2	1	0	0	0	0	0	At_conserved
HC04_A09	25000000	26000000	1	7	0	0	0	0	0	0	At_conserved
HC04_A09	29000000	30000000	2	0	0	18	0	0	3	0	At_conserved
HC04_A09	31000000	32000000	0	0	0	0	18	0	0	3	At_conserved
HC04_A09	33000000	34000000	0	0	0	0	0	0	21	0	At_conserved
HC04_A09	58000000	59000000	3	1	0	1	10	0	0	5	At_conserved
HC04_A09	63000000	64000000	0	0	0	6	0	0	0	0	At_conserved
HC04_A09	71000000	72000000	0	0	0	0	0	0	8	0	At_conserved
HC04_A09	78000000	79000000	1	0	1	10	0	0	0	0	At_conserved
HC04_A09	79000000	80000000	5	0	1	0	0	0	0	0	At_conserved
HC04_A09	80000000	81000000	0	3	5	0	0	2	0	0	At_conserved
HC04_A09	81000000	82000000	0	0	0	32	0	0	0	0	At_conserved
HC04_A09	83000000	84000000	0	11	0	0	0	0	0	17	At_conserved
HC04_A09	84000000	85000000	1	0	0	1	0	0	0	0	At_conserved
HC04_A09	85000000	86000000	0	0	9	0	0	0	1	0	At_conserved
HC04_A09	86000000	87000000	0	0	0	17	0	0	0	18	At_conserved
